349.0	388.0	278.0	62.0	177.0	490.0	252.0	51.0	284.0	120.0	0.0	191.0	41.0	175.0	494.0	405.0	425.0	476.0	311.0	635.0	233.0	315.0	214.0	295.0	426.0	497.0	602.0	584.0	607.0	338.0	
404.0	319.0	114.0	135.0	333.0	391.0	400.0	148.0	294.0	306.0	191.0	0.0	192.0	139.0	414.0	222.0	492.0	486.0	274.0	580.0	381.0	151.0	201.0	360.0	355.0	583.0	585.0	533.0	518.0	193.0	
308.0	352.0	264.0	85.0	150.0	457.0	223.0	79.0	323.0	115.0	41.0	192.0	0.0	146.0	459.0	395.0	385.0	434.0	273.0	596.0	269.0	328.0	249.0	253.0	390.0	458.0	561.0	545.0	572.0	357.0	
265.0	218.0	142.0	162.0	238.0	315.0	293.0	169.0	397.0	249.0	175.0	139.0	146.0	0.0	323.0	273.0	353.0	352.0	151.0	474.0	407.0	287.0	307.0	223.0	256.0	446.0	462.0	424.0	435.0	332.0	
303.0	106.0	316.0	485.0	480.0	52.0	490.0	492.0	706.0	534.0	494.0	414.0	459.0	323.0	0.0	336.0	352.0	227.0	188.0	172.0	727.0	512.0	613.0	321.0	68.0	441.0	227.0	134.0	113.0	565.0	
486.0	291.0	132.0	355.0	511.0	291.0	565.0	368.0	477.0	509.0	405.0	222.0	395.0	273.0	336.0	0.0	570.0	505.0	307.0	505.0	602.0	218.0	393.0	462.0	309.0	669.0	557.0	470.0	407.0	266.0	
88.0	305.0	468.0	461.0	287.0	394.0	243.0	459.0	708.0	377.0	425.0	492.0	385.0	353.0	352.0	570.0	0.0	144.0	262.0	369.0	610.0	641.0	629.0	135.0	313.0	99.0	269.0	328.0	429.0	686.0	
146.0	215.0	430.0	495.0	381.0	275.0	357.0	497.0	743.0	461.0	476.0	486.0	434.0	352.0	227.0	505.0	144.0	0.0	215.0	226.0	689.0	622.0	656.0	196.0	207.0	218.0	137.0	184.0	289.0	672.0	
181.0	84.0	216.0	311.0	297.0	198.0	319.0	316.0	549.0	346.0	311.0	274.0	273.0	151.0	188.0	307.0	262.0	215.0	0.0	325.0	543.0	407.0	458.0	169.0	119.0	362.0	312.0	274.0	301.0	457.0	
361.0	260.0	487.0	635.0	582.0	214.0	572.0	641.0	868.0	652.0	635.0	580.0	596.0	474.0	172.0	505.0	369.0	226.0	325.0	0.0	864.0	684.0	775.0	401.0	224.0	431.0	122.0	51.0	120.0	737.0	
550.0	621.0	489.0	256.0	323.0	723.0	381.0	245.0	239.0	233.0	233.0	381.0	269.0	407.0	727.0	602.0	610.0	689.0	543.0	864.0	0.0	444.0	251.0	495.0	659.0	659.0	822.0	813.0	841.0	439.0	
552.0	433.0	199.0	252.0	476.0	477.0	547.0	264.0	270.0	436.0	315.0	151.0	328.0	287.0	512.0	218.0	641.0	622.0	407.0	684.0	444.0	0.0	201.0	510.0	464.0	733.0	709.0	642.0	603.0	52.0	
547.0	515.0	313.0	167.0	390.0	592.0	465.0	171.0	92.0	319.0	214.0	201.0	249.0	307.0	613.0	393.0	629.0	656.0	458.0	775.0	251.0	201.0	0.0	495.0	552.0	707.0	769.0	727.0	719.0	189.0	
54.0	239.0	348.0	327.0	185.0	349.0	173.0	326.0	575.0	265.0	295.0	360.0	253.0	223.0	321.0	462.0	135.0	196.0	169.0	401.0	495.0	510.0	495.0	0.0	263.0	223.0	333.0	351.0	423.0	554.0	
252.0	38.0	265.0	418.0	413.0	86.0	428.0	425.0	644.0	466.0	426.0	355.0	390.0	256.0	68.0	309.0	313.0	207.0	119.0	224.0	659.0	464.0	552.0	263.0	0.0	408.0	249.0	178.0	182.0	517.0	
185.0	402.0	566.0	539.0	339.0	486.0	278.0	536.0	781.0	429.0	497.0	583.0	458.0	446.0	441.0	669.0	99.0	218.0	362.0	431.0	659.0	733.0	707.0	223.0	408.0	0.0	317.0	397.0	507.0	777.0	
284.0	276.0	510.0	615.0	518.0	279.0	495.0	618.0	859.0	597.0	602.0	585.0	561.0	462.0	227.0	557.0	269.0	137.0	312.0	122.0	822.0	709.0	769.0	333.0	249.0	317.0	0.0	110.0	229.0	761.0	
314.0	213.0	443.0	585.0	531.0	182.0	524.0	591.0	819.0	601.0	584.0	533.0	545.0	424.0	134.0	470.0	328.0	184.0	274.0	51.0	813.0	642.0	727.0	351.0	178.0	397.0	110.0	0.0	120.0	694.0	
396.0	219.0	414.0	596.0	589.0	128.0	595.0	604.0	812.0	646.0	607.0	518.0	572.0	435.0	113.0	407.0	429.0	289.0	301.0	120.0	841.0	603.0	719.0	423.0	182.0	507.0	229.0	120.0	0.0	655.0	
597.0	486.0	251.0	276.0	507.0	530.0	579.0	286.0	243.0	458.0	338.0	193.0	357.0	332.0	565.0	266.0	686.0	672.0	457.0	737.0	439.0	52.0	189.0	554.0	517.0	777.0	761.0	694.0	655.0	0.0	
